elan_id,marka,model,buraxilis_ili,muherrik_hecmi,yurus_km,yanacaq,suretler_qutusu,ban_novu,reng,seher,vuruq,rengelenib,sahib_sayi,elan_tarixi,qiymet_azn
100520,Mercedes,E 200,2012,2.0,,Qaz,Avtomat,Offroader,Yaşıl,Bakı,xeyr,yoxdur,1,2026-07-23,15502
100119,Toyota,RAV4,2012,3.0,212885,Dizel,Avtomat,Kupe,Yaşıl,  Bakı ,Bəli,Xeyr,1,04.06.2026,11648
100840,Chevrolet,Malibu,2015,2.0,232112,Benzin,Mexaniki,Offroader,Ağ,Lənkəran,XEYR,XEYR,4+,2026-04-06,13630
100022,LADA,Priora,2012,1.5,236837 km,Hibrid,Mexaniki,Sedan,Ağ,Şəki ,Xeyr,Xeyr,1,2026-08-19,3844
100719,CHEVROLET,Malibu,2004,1.4,360930,Benzin,Variator,Hetçbek,Qırmızı,Bakı,yoxdur,xeyr,1,2026-07-20,2787
100299,BMW,320,2005,2.5,,Benzin,Avtomat,Sedan,Qəhvəyi,Bakı,Xeyr,Xeyr,1,2026-01-16,5845
100027,Nissan,Qashqai,2012,3.0,196720 km,Dizel,Avtomat,,Mavi,Gəncə,XEYR,XEYR,4+,20.06.2026,"13,516"
100256,NISSAN,X-Trail,2007,0.0,294337,Elektro,Mexaniki,Sedan,Ağ,Sumqayıt,Xeyr,Bəli,1,2026-01-27,6 970
100308,Chevrolet,Aveo,2013,1.4,226438,Benzin,Avtomat,Universal,Yaşıl,Bakı,Xeyr,Bəli,1,2026-03-09,7640 AZN
100326,Hyundai,Sonata,2007,3.5,353295,Benzin,Avtomat,Sedan,Yaşıl,Gəncə,Xeyr,,1,2026-05-05,6 613
100443,LADA,Niva,2009,1.6,215554,Benzin,Mexaniki,Sedan,Mavi,Bakı,Xeyr,Bəli,1,2026-07-21,2444 AZN
100865,Ford,Focus,2023,1.4,42727 km,Benzin,Variator,Sedan,Mavi,Bakı,XEYR,bəli,2,2026-02-14,30729
100360,Ford,Kuga,2014,1.6,178756,Benzin,Avtomat,Sedan,Qara,Bakı,Bəli,Xeyr,2,2026-04-30,7 928
100277,Hyundai,Sonata,2012,2.0,254973,Dizel,Robot,Sedan,Gümüşü,Bakı,yoxdur,XEYR,1,2026-02-10,8260
100734,Opel,Zafira,2008,2.0,,Dizel,Variator,Sedan,Boz,Bakı,Xeyr,Bəli,1,2026-02-12,3750
100011,Nissan,Juke,2005,3.0,389834,Benzin,Avtomat,Hetçbek,Boz,  Sumqayıt ,Xeyr,Xeyr,1,2026-04-26,5406
100852,Chevrolet,Malibu,2018,1.5,213647 km,Benzin,Mexaniki,Hetçbek,Boz,Bakı,Xeyr,Bəli,1,2026-06-09,12317
100685,Ford,Kuga,2019,2.5,210672 km,Benzin,Robot,Sedan,Mavi,Bakı,xeyr,BƏLİ,1,2026-05-14,15949
100920,Hyundai,Accent,1999,2.0,413637 km,Benzin,Mexaniki,Offroader,Qara,Bakı,Xeyr,Xeyr,2,2026-06-29,2200
100827,BMW,520,2012,3.5,234345,Dizel,Avtomat,Offroader,Mavi,mingəçevir,yoxdur,XEYR,,2026-04-03,23868 AZN
100485,Toyota,Prado,2016,1.4,177231,Qaz,Robot,Universal,Qara,Sumqayıt,BƏLİ,yoxdur,2,29/01/2026,"12,418"
100009,Ford,Transit,2022,1.6,46678,Benzin,Mexaniki,Offroader,Boz,bakı,Xeyr,Xeyr,3,2026-01-01,34279
100153,Mercedes,S 500,2019,3.5,9999999,Qaz,Avtomat,Sedan,Gümüşü,Mingəçevir,Xeyr,Xeyr,1,2026-03-03,38593
100325,LADA,2107,2004,1.5,364086,Qaz,Avtomat,Hetçbek,Qırmızı,Quba,Xeyr,Xeyr,2,28.04.2026,2200 AZN
100589,Ford,Fusion,2013,1.8,190592,Dizel,Avtomat,,Qırmızı,BAKI,Bəli,Xeyr,1,2026-04-19,9380 AZN
100667,LADA,2107,2006,1.6,317107,Dizel,Mexaniki,Offroader,Yaşıl,Sumqayıt,Xeyr,Bəli,,2026-05-07,2200
100890,Mercedes,S 500,2006,1.6,435709,Hibrid,Avtomat,Sedan,Mavi,Gəncə,Bəli,Xeyr,2,26/01/2026,4539
100053,Hyundai,Elantra,2018,2.0,91267,Dizel,Avtomat,Hetçbek,Ağ,Bakı,yoxdur,yoxdur,4+,2026-05-12,22353
100508,Mercedes,Vito,2007,2.0,316135,Dizel,Avtomat,Sedan,Boz,Gəncə,Xeyr,Xeyr,3,2026-03-18,7750
100102,Nissan,Patrol,2023,2.5,0,Benzin,Mexaniki,Sedan,Qəhvəyi,Bakı,Xeyr,Bəli,3,2026-03-21,35992
100279,LADA,Granta,2004,1.5,393623,Benzin,Robot,Offroader,Yaşıl,Gəncə,Xeyr,Xeyr,2,14.03.2026,2200
100580,Hyundai,Elantra,2012,2.0,181172,Benzin,Robot,Hetçbek,Yaşıl,Bakı,Xeyr,Bəli,3,2026-08-28,7949
100309,Mercedes,C 180,2012,3.5,262195,Benzin,Mexaniki,Hetçbek,Yaşıl,Bakı,Xeyr,Xeyr,1,2026-04-26,16252
100915,mercedes,Vito,2016,1.6,128303 km,Benzin,Avtomat,Sedan,Qırmızı,Bakı,Xeyr,Xeyr,1,2026-03-24,23613
100741,LADA,Priora,2012,1.6,287512 km,Dizel,Avtomat,Offroader,Mavi,bakı,Xeyr,Xeyr,4+,2026-07-15,4836
100229,Hyundai,Tucson,2014,1.4,116856,Benzin,Avtomat,Sedan,Ağ,Gəncə,Bəli,Bəli,1,25.06.2026,9533
100765,Kia,Optima,2011,4.0,255300,Benzin,Avtomat,Universal,Gümüşü,  Sumqayıt ,Xeyr,,1,2026-01-31,11710
100596,Mercedes,GLE 350,2001,2.0,391705,Benzin,Avtomat,Universal,Yaşıl,Sumqayıt,Bəli,Xeyr,2,23/06/2026,2946
100446,Ford,Kuga,2018,3.5,150716 km,Benzin,Mexaniki,Hetçbek,Qəhvəyi,BAKI,Xeyr,Bəli,3,2026-08-28,22842
100282,Chevrolet,Lacetti,2016,1.5,214049 km,Benzin,Avtomat,,Ağ,  Quba ,Xeyr,Xeyr,2,2026-01-12,14729 AZN
100924,Toyota,Camry,2017,,94549,Benzin,Variator,Sedan,Mavi,Bakı,xeyr,bəli,4+,2026-06-02,"20,760"
100925,Toyota,Camry,2002,1.5,473847,Benzin,Robot,Furqon,Ağ,Bakı,Xeyr,Xeyr,1,2026-02-25,2200 AZN
100680,Chevrolet,Cruze,2005,3.5,310068,Benzin,Avtomat,,Boz,Bakı,Xeyr,,1,2026-01-04,4900 AZN
100847,LADA,Niva,2018,,110436,Dizel,Avtomat,Sedan,,Bakı,Xeyr,Xeyr,2,2026-06-20,8647
100653,Toyota,RAV4,2012,1.5,254997 km,Benzin,Variator,Universal,Yaşıl,Quba ,Xeyr,Bəli,1,20/07/2026,10165 AZN
100587,BMW,730,2007,,343021,Benzin,Variator,Sedan,,Bakı,Xeyr,Bəli,4+,2026-05-17,5080
100085,Ford,Fusion,2010,2.4,227340 km,Benzin,Avtomat,Sedan,Gümüşü,Bakı,Xeyr,Xeyr,1,31.03.2026,8817
100773,Mercedes,E 200,2013,1.4,248730,Benzin,Robot,Sedan,Mavi,Bakı,Xeyr,Xeyr,1,27.04.2026,13 629
100254,Nissan,Juke,2014,1.8,318564,Benzin,Mexaniki,Offroader,Gümüşü,Bərdə,Xeyr,Bəli,2,2026-03-24,11865 AZN
100366,Kia,Optima,2007,2.0,,Benzin,Avtomat,Sedan,Qara,Bakı,Xeyr,Bəli,2,2026-04-16,3988
100777,Toyota,Corolla,2015,1.6,152306,Benzin,Avtomat,Sedan,,Bakı ,XEYR,yoxdur,2,2026-04-29,16416
100500,Ford,Kuga,2004,1.6,441395,Benzin,Avtomat,Sedan,Qəhvəyi,Bakı,Xeyr,Xeyr,2,10.04.2026,2783
100670,Mercedes,S 500,2011,1.4,267805,Benzin,Mexaniki,Offroader,Qara,Şəki,Bəli,Xeyr,1,2026-02-05,10278
100652,Chevrolet,Cruze,2002,1.4,462224 km,Benzin,Avtomat,Offroader,,Gəncə,Xeyr,Bəli,2,2026-02-24,2341
100591,BMW,116,2009,3.5,289561 km,Benzin,Mexaniki,Sedan,Mavi,Sumqayıt,Xeyr,,1,27/02/2026,12229 AZN
100233,Ford,Mondeo,2004,1.6,383410,Benzin,Avtomat,Offroader,Ağ,Bakı,Xeyr,Bəli,2,2026-07-21,2 981
100246,Ford,Kuga,2019,3.5,87387,Benzin,Mexaniki,Sedan,Qəhvəyi,şəki,Bəli,Xeyr,2,2026-03-13,19969
100399,Mercedes,S 500,2008,2.4,305458,Qaz,Avtomat,Sedan,Ağ,Xaçmaz ,Xeyr,Bəli,2,18.08.2026,6 932
100098,Toyota,RAV4,2015,1.6,204450,Dizel,Avtomat,Offroader,Qara,bakı,xeyr,XEYR,4+,2026-04-19,"19,958"
100059,Ford,Fusion,2011,1.4,336869 km,Benzin,Avtomat,Hetçbek,Qara,Bakı,Xeyr,Bəli,2,2026-02-09,5995
100764,Mercedes,S 500,2014,2.4,143785,Benzin,Mexaniki,Sedan,Ağ,Salyan ,Bəli,Bəli,4+,11.06.2026,15513
100936,Ford,Kuga,2014,1.8,228498 km,Benzin,Avtomat,Sedan,Gümüşü,Lənkəran,Xeyr,Xeyr,2,30/08/2026,10051 AZN
100751,BMW,320,2002,1.6,436225 km,Benzin,Avtomat,Sedan,Qəhvəyi,Bakı,Bəli,Bəli,,16.04.2026,2318
100306,Opel,Insignia,2005,3.5,,Benzin,Mexaniki,Universal,Yaşıl,Bakı,Xeyr,Xeyr,1,26.07.2026,3424
100675,LADA,2107,2012,1.6,221072,Qaz,Avtomat,Sedan,Mavi,Bakı,Xeyr,Xeyr,,2026-01-18,3524
100401,Ford,Focus,2011,,300371,Benzin,Mexaniki,Sedan,Mavi,Bakı,Xeyr,Xeyr,4+,02.02.2026,7079
100707,LADA,2107,2020,1.6,89611,Dizel,Avtomat,Offroader,Qırmızı,Sumqayıt,Xeyr,Xeyr,1,16.01.2026,14324
100257,LADA,2107,2018,1.7,,Dizel,Mexaniki,Offroader,Ağ,Xaçmaz,Xeyr,Bəli,4+,2026-05-22,8344
100052,Opel,Zafira,2013,1.6,220844,Benzin,Mexaniki,Universal,Gümüşü,Bərdə,Xeyr,Bəli,4+,2026-04-15,6701
100690,LADA,Granta,2007,1.7,263688 km,Benzin,Avtomat,Sedan,Qəhvəyi,Bakı,Xeyr,,2,2026-04-24,2200
100154,LADA,Priora,2014,1.6,180292 km,Benzin,Mexaniki,,Qara,Bakı,Bəli,Xeyr,,29/03/2026,3938
100129,Mercedes,GLE 350,2006,1.4,363870 km,Qaz,Avtomat,Universal,Yaşıl,Şirvan,Xeyr,Bəli,3,2026-01-10,4404
100405,Ford,Mondeo,2011,1.5,248359,Dizel,Variator,Sedan,Qırmızı,Bakı ,Bəli,Xeyr,2,2026-04-28,5 046
100100, Mercedes,S 500,2007,2.4,336877,Benzin,Mexaniki,Offroader,Mavi,Bakı,Xeyr,Xeyr,4+,10/04/2026,8977
100230,LADA,Priora,2019,1.6,0,Benzin,Mexaniki,Hetçbek,Gümüşü,Bakı,Xeyr,Bəli,,22/08/2026,8 766
100220,BMW,X5,2018,2.0,74789 km,Qaz,Avtomat,Offroader,Qəhvəyi,Bakı,XEYR,xeyr,2,10.01.2026,37494
100020,Toyota,Yaris,1997,3.0,491544,Benzin,Mexaniki,Furqon,Gümüşü,Bakı,Bəli,Bəli,1,2026-02-23,2200
100424,Hyundai,Sonata,2009,1.4,260665,Benzin,Avtomat,Universal,Mavi,Bakı,Xeyr,Xeyr,1,10/06/2026,"5,862"
100140,Toyota,Corolla,2013,2.5,262477,Benzin,Mexaniki,Sedan,Ağ,Bakı,Xeyr,Xeyr,3,09.05.2026,11491 AZN
100743,Kia,Cerato,2014,1.4,190377 km,Qaz,Mexaniki,Sedan,Mavi,  Bakı ,Xeyr,Xeyr,2,2026-08-22,9175
100357, Nissan,Juke,2012,1.8,202281,Qaz,Mexaniki,Sedan,Gümüşü,Bakı,Xeyr,Bəli,2,27.05.2026,8792 AZN
100659,Mercedes,E 200,2020,4.0,230835,Qaz,Avtomat,Furqon,Qara,Bakı,Xeyr,,1,03.04.2026,33134
100913,Hyundai,Santa Fe,2011,1.6,278684,Benzin,Avtomat,Universal,Boz,Lənkəran,Xeyr,Bəli,2,2026-07-07,6504
100883,Opel,Insignia,2014,2.0,186482,Qaz,Avtomat,Offroader,Qırmızı,Bakı,Bəli,Xeyr,4+,2026-05-18,8 293
100706,BMW,520,2099,3.0,475049,Benzin,Avtomat,Furqon,Qırmızı,Bakı,Xeyr,Bəli,1,2026-05-17,2735
100894,Toyota,Prado,2008,1.5,267823,Benzin,Variator,Offroader,Yaşıl,Bərdə,Xeyr,Xeyr,2,2026-08-20,8972
100959,Opel,Corsa,2006,3.5,366449,Benzin,Mexaniki,Kupe,Qəhvəyi,Bakı,Xeyr,Xeyr,1,2026-08-17,4653
100225,Hyundai,Sonata,2018,2.0,135551,Benzin,Avtomat,Sedan,Boz,Şəki,Xeyr,Xeyr,1,2026-01-06,21294
100492,MERCEDES,GLE 350,2009,1.6,272783,Benzin,Avtomat,Sedan,Qırmızı,Bakı,Xeyr,Xeyr,1,2026-06-01,9921
100895,Opel,Corsa,2008,1.6,337483,Benzin,Avtomat,Sedan,Ağ,Bakı,Bəli,Xeyr,,09.01.2026,3094
100477,Nissan,Juke,2015,2.0,97629 km,Benzin,Mexaniki,Offroader,Yaşıl,Lənkəran,Xeyr,Xeyr,1,2026-06-28,20801
100311,BMW,116,2006,0.0,309562,Elektro,Avtomat,Hetçbek,Mavi,Bakı,Xeyr,Xeyr,1,20/05/2026,"8,803"
100595,Kia,Sportage,2021,3.0,171750,Dizel,Avtomat,Universal,Qırmızı,Bakı,Xeyr,Xeyr,1,2026-08-30,"34,723"
100882,Mercedes,E 200,2014,1.4,193753,Benzin,Mexaniki,Hetçbek,Qara,Şəki,Xeyr,Xeyr,,30/07/2026,13192
100910,Opel,Vectra,2020,2.0,111897,Benzin,Robot,Offroader,Qırmızı,Gəncə,Xeyr,Xeyr,1,24.03.2026,21424
100562,Opel,Zafira,2014,4.0,183414,Benzin,Mexaniki,Sedan,Qəhvəyi,Xaçmaz,Xeyr,Xeyr,2,2026-02-11,13817
100181,Kia,Rio,2015,1.5,234011,Benzin,Avtomat,Sedan,Qara,Bakı,Xeyr,,1,2026-08-12,13085
100848,TOYOTA,RAV4,2012,3.5,206993,Benzin,Avtomat,Furqon,,Bakı,Xeyr,Bəli,2,25.01.2026,11183
100426,Chevrolet,Captiva,2009,1.6,264232,Benzin,Avtomat,Sedan,Boz,  Lənkəran ,Xeyr,Xeyr,4+,02.07.2026,"6,225"
100816,Mercedes,Vito,2016,2.0,185712,Benzin,Mexaniki,Hetçbek,Qəhvəyi,Şəki,Xeyr,Xeyr,1,2026-07-04,21197 AZN
100133,BMW,X5,2005,4.0,261448,Dizel,Avtomat,,Qırmızı,Bakı,Xeyr,Bəli,2,05.06.2026,8024
100019,Hyundai,Elantra,1998,3.5,625862,Benzin,Avtomat,Sedan,Mavi,  Naxçıvan ,Bəli,Xeyr,1,2026-06-30,2200
100330,Kia,Optima,2016,2.5,161095 km,Benzin,Avtomat,Offroader,Boz,Gəncə,Bəli,Xeyr,1,2026-04-21,16 083
100306,Opel,Insignia,2005,3.5,,Benzin,Mexaniki,Universal,Yaşıl,Bakı,Xeyr,Xeyr,1,26.07.2026,3424
100786,Ford,Kuga,2013,1.4,239855,Benzin,Avtomat,Sedan,Qara,Bakı,Bəli,Xeyr,4+,19.04.2026,7524
100557,BMW,730,2017,1.8,154559 km,Dizel,Avtomat,Hetçbek,,Bakı,Xeyr,Xeyr,2,21.02.2026,28154
100981,Kia,Optima,2020,3.0,55608,Benzin,Mexaniki,Sedan,Boz,Bakı,Xeyr,Bəli,1,2026-08-16,26207
100104,Hyundai,Sonata,2011,2.5,225698,Benzin,Mexaniki,Sedan,Qara,Mingəçevir,Xeyr,Xeyr,3,2026-03-24,9443
100631,kia,Sportage,2011,4.0,242522,Benzin,Robot,,Gümüşü,Bakı,Xeyr,Bəli,2,22/05/2026,10935
100808,Kia,Rio,2023,2.0,0 km,Benzin,Avtomat,Sedan,Qara,Quba,Xeyr,Xeyr,1,2026-07-14,38082
100264,LADA,Granta,2018,1.5,140520,Benzin,Mexaniki,Universal,Yaşıl,sumqayıt,Bəli,Bəli,1,2026-03-26,5044
100480,Kia,Sorento,2013,0.0,227048,Elektro,Avtomat,Sedan,Qəhvəyi,Bakı,Xeyr,Xeyr,2,2026-03-10,15037
100305,Toyota,Prado,2011,1.6,313321 km,Benzin,Mexaniki,Universal,Mavi,Naxçıvan,Xeyr,Bəli,4+,2026-02-04,1234567
100897,Ford,Mondeo,2010,2.0,299953,Benzin,Avtomat,Sedan,Qara,Quba,Bəli,Xeyr,2,11/05/2026,5 137
100672,Toyota,Prado,2008,3.5,325103,Dizel,Avtomat,Offroader,Gümüşü,Gəncə,Xeyr,Xeyr,1,2026-08-06,11346
100395,BMW,520,2016,1.6,151083,Benzin,Robot,Sedan,Qara,Lənkəran,Xeyr,Xeyr,1,2026-01-21,21725
100600,Toyota,Yaris,2017,1.4,135458 km,Hibrid,Robot,Hetçbek,Ağ,Bakı,Xeyr,Xeyr,1,2026-08-16,19122
100709,Mercedes,E 200,2021,3.5,,Qaz,Avtomat,Sedan,Ağ,Bakı,Xeyr,Xeyr,,2026-07-20,53355
100730,Ford,Focus,2005,2.4,383661,Benzin,Mexaniki,Furqon,Qara,Bakı,Xeyr,Xeyr,2,03.02.2026,"3,374"
100310,Toyota,Yaris,2011,2.0,191059,Benzin,Avtomat,Offroader,Gümüşü,Salyan,Xeyr,Xeyr,2,2026-01-24,12288
100791,Toyota,Camry,2014,2.0,149764 km,Benzin,Avtomat,Offroader,Mavi,BAKI,Xeyr,Xeyr,1,2026-04-26,21594
100320,Ford,Mondeo,2012,3.5,295818,Benzin,Avtomat,Offroader,Qara,Bakı,Bəli,Xeyr,4+,2026-04-30,11 503
100285,BMW,730,2007,3.0,284923,Benzin,Mexaniki,Hetçbek,Yaşıl,Gəncə,Xeyr,Xeyr,2,2026-03-20,8374
100328,ford,Fusion,2016,3.5,148574,Hibrid,Mexaniki,,Ağ,Bakı,XEYR,XEYR,1,2026-02-26,26874
100824,LADA,Granta,2016,1.6,140804,Qaz,Mexaniki,Offroader,Boz,Şirvan,Xeyr,Xeyr,1,2026-08-05,6922 AZN
100539,Toyota,RAV4,2001,2.4,433153 km,Benzin,Avtomat,Universal,Qara,  Bakı ,Xeyr,Xeyr,3,07.01.2026,3122
100961,chevrolet,Captiva,2018,2.4,211789,Benzin,Mexaniki,Sedan,Mavi,Bakı,Xeyr,Xeyr,,2026-04-06,17309
100291,Hyundai,Elantra,2012,3.0,,Dizel,Variator,Universal,Qırmızı,Sumqayıt ,Bəli,Xeyr,3,18.07.2026,10 100
100418,Nissan,Qashqai,2022,2.4,74601 km,Benzin,Avtomat,Offroader,Ağ,QUBA,Xeyr,Xeyr,3,2026-04-06,"47,330"
100776,Opel,Zafira,2017,1.6,159325 km,Dizel,Avtomat,Sedan,Ağ,Sumqayıt,Xeyr,Xeyr,1,08.08.2026,"12,472"
100549,Toyota,Camry,2009,1.8,291501,Benzin,Avtomat,Hetçbek,Qara,bakı,Bəli,Bəli,3,2026-02-12,5044
100388,Mercedes,Vito,2011,2.4,286068 km,Qaz,Mexaniki,Hetçbek,Boz,Bakı,Bəli,Bəli,2,2026-08-28,7824 AZN
100886,BMW,730,2006,1.8,384664,Dizel,Mexaniki,Furqon,Mavi,Quba,Xeyr,Bəli,2,2026-02-24,4139
100160,Ford,Kuga,2004,2.0,357498,Benzin,Mexaniki,Offroader,Gümüşü,Salyan,Bəli,Xeyr,2,28.05.2026,2909
100760,BMW,116,2019,2.0,47198,Benzin,Variator,Sedan,Qəhvəyi,Bakı,Xeyr,Xeyr,3,2026-04-11,"32,434"
100434,opel,Zafira,2005,4.0,376630,Benzin,Avtomat,Sedan,Qara,Bakı,XEYR,xeyr,4+,17/08/2026,4583
100346,Toyota,RAV4,2002,2.0,,Dizel,Robot,Hetçbek,Qara,Bakı ,Xeyr,Xeyr,1,06/07/2026,3017
100132,Kia,Optima,1997,2.4,496606,Benzin,Mexaniki,Furqon,Qırmızı,  Gəncə ,Xeyr,Xeyr,1,20/06/2026,2200 AZN
100248,Mercedes,GLE 350,1996,1.5,528807 km,Dizel,Variator,Offroader,Boz,SUMQAYIT,Xeyr,Xeyr,3,2026-08-05,2200
100385,Nissan,Sunny,2008,4.0,365124 km,Hibrid,Avtomat,Sedan,Mavi,Bakı,Xeyr,Xeyr,1,2026-01-16,9347
100511,Nissan,Patrol,2012,4.0,205460 km,Qaz,Mexaniki,Sedan,Qara,Bakı,Xeyr,Bəli,1,2026-07-16,"10,736"
100489,Chevrolet,Aveo,2021,2.5,88881 km,Dizel,Variator,Sedan,Mavi,BAKI,Xeyr,Xeyr,1,2026-08-25,"25,161"
100842,LADA,Priora,2019,1.6,221805 km,Benzin,Variator,Sedan,Qırmızı,Sumqayıt,Xeyr,Xeyr,3,2026-01-18,1234567
100221,Hyundai,Tucson,2015,1.4,184293,Qaz,Avtomat,Hetçbek,Qırmızı,bakı,Bəli,Bəli,2,2026-02-28,9569
100772,Kia,Optima,2007,2.5,371413,Benzin,Robot,Offroader,Gümüşü,Bakı,Xeyr,Xeyr,2,19/08/2026,6026
100976,CHEVROLET,Lacetti,2012,1.6,0,Hibrid,Avtomat,Offroader,Qəhvəyi,Mingəçevir,Xeyr,Xeyr,3,2026-06-07,10556
100641,Toyota,RAV4,2018,4.0,165645 km,Qaz,Variator,Sedan,Yaşıl,Bakı,XEYR,,2,2026-06-14,28314
100341,Toyota,Yaris,2013,3.5,228666,Benzin,Mexaniki,Offroader,Qəhvəyi,Sumqayıt,Xeyr,Bəli,2,19/02/2026,15946
100782,TOYOTA,Prado,2015,1.5,148966 km,Benzin,Mexaniki,Offroader,Mavi,şirvan,Xeyr,Bəli,4+,2026-02-15,14963
100608,Opel,Corsa,2007,1.4,360497,Benzin,Avtomat,Offroader,Mavi,Bakı ,Xeyr,,1,2026-08-31,"3,476"
100292,KIA,Cerato,2019,1.4,223888,Benzin,Avtomat,Sedan,Boz,Sumqayıt,Xeyr,Xeyr,4+,03/01/2026,18364 AZN
100423,kia,Rio,2013,2.0,170267 km,Qaz,Mexaniki,Offroader,Qara,Bakı,Xeyr,Xeyr,1,2026-02-07,12288
100226,Ford,Focus,2011,1.6,186238,Dizel,Mexaniki,Sedan,Qırmızı,Gəncə,Bəli,Bəli,2,2026-08-18,4939
100117,BMW,520,2011,3.0,164504,Benzin,Avtomat,Sedan,Qəhvəyi,Salyan,xeyr,yoxdur,1,2026-08-14,"16,451"
100992,chevrolet,Lacetti,2006,1.6,341058,Benzin,Mexaniki,Hetçbek,Qırmızı,Bakı,Bəli,Bəli,2,22.04.2026,2450 AZN
100519,LADA,Vesta,2013,1.5,234678,Benzin,Avtomat,Hetçbek,Qara,Şirvan,Xeyr,Bəli,1,21.04.2026,3887
100042,Kia,Sorento,2014,2.0,285128 km,Benzin,Robot,Sedan,Boz,bakı,Xeyr,Xeyr,2,2026-05-23,"11,269"
100219,Hyundai,Tucson,2012,1.4,252309,Benzin,Avtomat,Sedan,Gümüşü,  Gəncə ,Xeyr,Bəli,1,2026-07-19,7138
100738,KIA,Sportage,2011,3.0,271387,Dizel,Avtomat,Offroader,Ağ,bakı,Bəli,Bəli,1,2026-06-19,9369
100162,Mercedes,Vito,2014,1.6,282276,Benzin,Avtomat,Offroader,Yaşıl,şirvan,XEYR,var,2,2026-05-10,16483
100045,Toyota,RAV4,2007,3.5,377288,Benzin,Avtomat,Sedan,Boz,Bakı,Xeyr,Bəli,1,2026-01-14,6007
100792,Nissan,Qashqai,2004,3.5,411894,Benzin,Avtomat,Sedan,Ağ,Mingəçevir,Xeyr,Bəli,,18/05/2026,4 011
100995, Mercedes,Vito,2007,1.4,220225,Dizel,Avtomat,Hetçbek,Yaşıl,Bakı,Bəli,Bəli,3,2026-07-16,5776
100238,Mercedes,E 200,2010,2.4,257373,Benzin,Avtomat,Hetçbek,,Sumqayıt,Xeyr,Xeyr,2,11/03/2026,"12,776"
100385,Nissan,Sunny,2008,4.0,365124 km,Hibrid,Avtomat,Sedan,Mavi,Bakı,Xeyr,Xeyr,1,2026-01-16,9347
100584,Mercedes,E 200,2002,2.5,431106,Dizel,Robot,Sedan,Qəhvəyi,Bakı,Xeyr,Bəli,,2026-06-15,3356
100590,Opel,Vectra,2012,,218221 km,Benzin,Avtomat,Offroader,Boz,Sumqayıt,Xeyr,Xeyr,2,30/07/2026,8128
100049,LADA,Granta,1997,1.7,461960 km,Benzin,Mexaniki,Hetçbek,Qəhvəyi,Bakı,Xeyr,Xeyr,3,25/07/2026,2200
100412,Ford,Fusion,2017,3.0,,Dizel,Avtomat,Sedan,Mavi,Bakı,Xeyr,Xeyr,2,26/05/2026,20670
100629,Toyota,Camry,2001,1.6,476424 km,Benzin,Mexaniki,,Yaşıl,Bakı,Xeyr,Xeyr,1,11.08.2026,3034
100742,Toyota,RAV4,2008,4.0,228724 km,Benzin,Avtomat,Furqon,Qara,Bakı,Xeyr,Xeyr,3,2026-08-10,10353
100404,Toyota,Yaris,2021,3.5,113793,Qaz,Avtomat,Sedan,Qəhvəyi,Mingəçevir,Xeyr,,1,28/06/2026,46713
100726,Opel,Astra,2021,1.8,104201,Benzin,Variator,Offroader,Yaşıl,Bakı ,Xeyr,Bəli,3,2026-06-18,24766 AZN
100969,BMW,320,2015,1.6,138974,Benzin,Avtomat,Sedan,Qəhvəyi,Bakı,Xeyr,Bəli,,16.08.2026,18926
100643,Kia,Sorento,2019,2.5,140962,Benzin,Variator,,Yaşıl,Bakı,xeyr,xeyr,4+,2026-06-29,24026
100421,Toyota,Camry,2012,3.5,9999999,Benzin,Avtomat,Offroader,Ağ,Lənkəran,yoxdur,yoxdur,2,2026-02-27,"20,270"
100788,chevrolet,Aveo,2013,1.8,,Dizel,Avtomat,Hetçbek,Gümüşü,Bakı,Xeyr,Xeyr,4+,11.03.2026,11005
100725,Mercedes,C 180,2020,1.4,126363,Benzin,Mexaniki,Hetçbek,Mavi,Xaçmaz,Xeyr,Xeyr,2,2026-07-15,27928
100588,Kia,Sorento,2011,2.0,266774,Benzin,Variator,Sedan,Boz,Sumqayıt,Xeyr,Xeyr,1,2026-08-08,7315
100513,Toyota,Camry,2006,2.5,352062 km,Benzin,Mexaniki,Offroader,Ağ,BAKI,Bəli,Xeyr,3,2026-05-07,5279
100470,Mercedes,S 500,2008,1.4,303290,Dizel,Avtomat,Offroader,Qara,Bakı,Xeyr,Bəli,3,2026-08-07,7467 AZN
100885,hyundai,Santa Fe,2018,2.4,180650,Benzin,Avtomat,Universal,Qəhvəyi,mingəçevir,Xeyr,Xeyr,1,2026-04-13,21306
100606,Kia,Cerato,2015,1.5,191548,Dizel,Avtomat,Sedan,Gümüşü,Bakı,Xeyr,Xeyr,4+,20/04/2026,14191 AZN
100215,Toyota,RAV4,2011,4.0,248929,Benzin,Avtomat,Sedan,Gümüşü,Bakı,Xeyr,Xeyr,1,16/01/2026,14068
100627,Hyundai,Accent,2012,,156206,Benzin,Mexaniki,Sedan,Boz,sumqayıt,Xeyr,Xeyr,4+,2026-05-23,9897
100496,Nissan,Patrol,2013,3.0,294103,Dizel,Robot,Offroader,Yaşıl,Bərdə,Xeyr,Bəli,3,11/02/2026,12 867
100124,Opel,Corsa,2012,2.0,283215,Hibrid,Avtomat,Offroader,Mavi,Sumqayıt,var,xeyr,3,2026-05-04,7830
